ACCIDENT_NO,ATMOSPH_COND_DESC,ATMOSPH_INDEX
T20150009792,Raining,3.0
T20150009793,Clear,1.0
T20150009794,Clear,1.0
T20150009796,Clear,1.0
T20150009797,Clear,1.0
T20150009798,Clear,1.0
T20150009799,Clear,1.0
T20150009804,Raining,3.0
T20150009805,Clear,1.0
T20150009807,Clear,1.0
T20150009808,Clear,1.0
T20150009809,Clear,1.0
T20150009810,Clear,1.0
T20150009813,Clear,1.0
T20150009814,Clear,1.0
T20150009815,Clear,1.0
T20150009821,Clear,1.0
T20150009823,Clear,1.0
T20150009833,Clear,1.0
T20150009835,Clear,1.0
T20150009837,Raining,3.0
T20150009840,Raining,3.0
T20150009841,Clear,1.0
T20150009845,Clear,1.0
T20150009847,Clear,1.0
T20150009851,Clear,1.0
T20150009852,Raining,3.0
T20150009854,Clear,1.0
T20150009855,Raining,3.0
T20150009856,Clear,1.0
T20150009858,Raining,3.0
T20150009862,"Clear, Strong winds",1.67
T20150009863,Raining,3.0
T20150009867,Clear,1.0
T20150009868,Clear,1.0
T20150009869,Clear,1.0
T20150009871,"Clear, Strong winds",1.67
T20150009873,Clear,1.0
T20150009876,Clear,1.0
T20150009879,Clear,1.0
T20150009882,Clear,1.0
T20150009884,Clear,1.0
T20150009886,Dust,4.0
T20150009887,Raining,3.0
T20150009890,Clear,1.0
T20150009892,Clear,1.0
T20150009899,Strong winds,2.0
T20150009900,Clear,1.0
T20150009906,Clear,1.0
T20150009908,Clear,1.0
T20150009910,"Raining, Strong winds",2.33
T20150009911,Clear,1.0
T20150009912,Clear,1.0
T20150009913,Clear,1.0
T20150009920,Clear,1.0
T20150009923,Clear,1.0
T20150009925,Clear,1.0
T20150009926,Clear,1.0
T20150009929,Clear,1.0
T20150009931,Clear,1.0
T20150009933,Clear,1.0
T20150009934,Clear,1.0
T20150009935,Clear,1.0
T20150009936,Clear,1.0
T20150009937,Clear,1.0
T20150009939,Raining,3.0
T20150009940,Clear,1.0
T20150009944,Clear,1.0
T20150009952,Clear,1.0
T20150009955,Clear,1.0
T20150009957,Clear,1.0
T20150009959,"Clear, Strong winds",1.67
T20150009960,Clear,1.0
T20150009963,Clear,1.0
T20150009968,Raining,3.0
T20150009969,Clear,1.0
T20150009970,Clear,1.0
T20150009971,Clear,1.0
T20150009972,Clear,1.0
T20150009973,Clear,1.0
T20150009980,Clear,1.0
T20150009982,Clear,1.0
T20150009983,Raining,3.0
T20150009984,Raining,3.0
T20150009985,Clear,1.0
T20150009987,Clear,1.0
T20150009995,Clear,1.0
T20150009996,Clear,1.0
T20150009997,Raining,3.0
T20150009998,Strong winds,2.0
T20150009999,Clear,1.0
T20150010002,Raining,3.0
T20150010003,Clear,1.0
T20150010005,Raining,3.0
T20150010007,Clear,1.0
T20150010008,Clear,1.0
T20150010010,Clear,1.0
T20150010013,Clear,1.0
T20150010014,"Raining, Strong winds",2.33
T20150010018,Raining,3.0
T20150010020,"Raining, Strong winds",2.33
T20150010021,Clear,1.0
T20150010024,Raining,3.0
T20150010028,Clear,1.0
T20150010030,Clear,1.0
T20150010031,"Clear, Strong winds",1.67
T20150010033,Clear,1.0
T20150010038,Clear,1.0
T20150010039,Raining,3.0
T20150010043,"Raining, Strong winds",2.33
T20150010044,Raining,3.0
T20150010045,Clear,1.0
T20150010047,Raining,3.0
T20150010052,Clear,1.0
T20150010055,Raining,3.0
T20150010056,Clear,1.0
T20150010058,Raining,3.0
T20150010061,Raining,3.0
T20150010062,Clear,1.0
T20150010063,Raining,3.0
T20150010064,Clear,1.0
T20150010065,Raining,3.0
T20150010066,Raining,3.0
T20150010068,Clear,1.0
T20150010069,Clear,1.0
T20150010070,Clear,1.0
T20150010071,Raining,3.0
T20150010073,Clear,1.0
T20150010078,Raining,3.0
T20150010079,Raining,3.0
T20150010085,Clear,1.0
T20150010086,Raining,3.0
T20150010088,Clear,1.0
T20150010091,Clear,1.0
T20150010094,Clear,1.0
T20150010097,Raining,3.0
T20150010098,Clear,1.0
T20150010100,Clear,1.0
T20150010103,Clear,1.0
T20150010105,Clear,1.0
T20150010106,"Raining, Strong winds",2.33
T20150010108,Raining,3.0
T20150010110,Clear,1.0
T20150010111,Clear,1.0
T20150010113,Clear,1.0
T20150010115,Raining,3.0
T20150010117,Clear,1.0
T20150010118,Raining,3.0
T20150010119,Clear,1.0
T20150010120,Clear,1.0
T20150010121,Raining,3.0
T20150010123,Raining,3.0
T20150010124,Clear,1.0
T20150010126,Clear,1.0
T20150010128,Clear,1.0
T20150010129,Clear,1.0
T20150010130,Clear,1.0
T20150010134,Raining,3.0
T20150010138,Clear,1.0
T20150010140,Raining,3.0
T20150010141,Raining,3.0
T20150010143,Clear,1.0
T20150010145,Clear,1.0
T20150010147,Raining,3.0
T20150010149,Raining,3.0
T20150010151,Clear,1.0
T20150010152,Raining,3.0
T20150010154,Clear,1.0
T20150010155,Clear,1.0
T20150010156,Clear,1.0
T20150010158,Raining,3.0
T20150010163,Clear,1.0
T20150010164,Clear,1.0
T20150010168,Clear,1.0
T20150010169,Clear,1.0
T20150010171,Raining,3.0
T20150010173,Raining,3.0
T20150010175,Clear,1.0
T20150010176,Clear,1.0
T20150010180,Clear,1.0
T20150010181,"Raining, Strong winds",2.33
T20150010185,Raining,3.0
T20150010187,Clear,1.0
T20150010191,Clear,1.0
T20150010192,Raining,3.0
T20150010193,Clear,1.0
T20150010194,Clear,1.0
T20150010196,Raining,3.0
T20150010197,Raining,3.0
T20150010200,Raining,3.0
T20150010202,Raining,3.0
T20150010203,Raining,3.0
T20150010204,Clear,1.0
T20150010205,Raining,3.0
T20150010206,Raining,3.0
T20150010208,Clear,1.0
T20150010212,Raining,3.0
T20150010215,Raining,3.0
T20150010216,Clear,1.0
T20150010217,Raining,3.0
T20150010224,Clear,1.0
T20150010225,Raining,3.0
T20150010226,Raining,3.0
T20150010228,Raining,3.0
T20150010230,Clear,1.0
T20150010231,Clear,1.0
T20150010235,Clear,1.0
T20150010236,Raining,3.0
T20150010237,Clear,1.0
T20150010239,Clear,1.0
T20150010240,Clear,1.0
T20150010241,Clear,1.0
T20150010243,Clear,1.0
T20150010245,Clear,1.0
T20150010247,"Raining, Strong winds",2.33
T20150010252,Raining,3.0
T20150010253,Clear,1.0
T20150010254,Clear,1.0
T20150010255,Raining,3.0
T20150010257,Clear,1.0
T20150010259,Clear,1.0
T20150010260,"Raining, Strong winds",2.33
T20150010261,Clear,1.0
T20150010263,Clear,1.0
T20150010267,Clear,1.0
T20150010269,Clear,1.0
T20150010274,Clear,1.0
T20150010275,Raining,3.0
T20150010276,Clear,1.0
T20150010279,Clear,1.0
T20150010280,Raining,3.0
T20150010283,"Raining, Strong winds",2.33
T20150010286,Clear,1.0
T20150010287,Clear,1.0
T20150010288,Clear,1.0
T20150010295,Clear,1.0
T20150010296,Clear,1.0
T20150010299,Clear,1.0
T20150010302,Clear,1.0
T20150010309,Clear,1.0
T20150010314,Clear,1.0
T20150010319,Raining,3.0
T20150010322,Clear,1.0
T20150010324,Clear,1.0
T20150010326,Clear,1.0
T20150010327,Clear,1.0
T20150010328,Clear,1.0
T20150010329,Clear,1.0
T20150010331,Clear,1.0
T20150010334,Clear,1.0
T20150010337,Clear,1.0
T20150010339,Clear,1.0
T20150010342,Clear,1.0
T20150010344,Clear,1.0
T20150010346,Clear,1.0
T20150010350,Clear,1.0
T20150010352,Clear,1.0
T20150010353,Clear,1.0
T20150010354,Clear,1.0
T20150010355,Clear,1.0
T20150010356,Clear,1.0
T20150010361,Clear,1.0
T20150010362,Clear,1.0
T20150010363,Clear,1.0
T20150010365,Clear,1.0
T20150010367,Clear,1.0
T20150010368,Clear,1.0
T20150010369,"Clear, Dust",3.0
T20150010370,Clear,1.0
T20150010371,Clear,1.0
T20150010375,Clear,1.0
T20150010376,Clear,1.0
T20150010380,Clear,1.0
T20150010382,Clear,1.0
T20150010384,Clear,1.0
T20150010388,Clear,1.0
T20150010389,Clear,1.0
T20150010392,Clear,1.0
T20150010397,Clear,1.0
T20150010398,Clear,1.0
T20150010399,Clear,1.0
T20150010400,Clear,1.0
T20150010402,Dust,4.0
T20150010403,Fog,6.0
T20150010406,Clear,1.0
T20150010407,Clear,1.0
T20150010409,Clear,1.0
T20150010410,Clear,1.0
T20150010411,Clear,1.0
T20150010412,Clear,1.0
T20150010413,Clear,1.0
T20150010414,Clear,1.0
T20150010420,Clear,1.0
T20150010422,Clear,1.0
T20150010423,Clear,1.0
T20150010424,Clear,1.0
T20150010425,Clear,1.0
T20150010429,Clear,1.0
T20150010430,Clear,1.0
T20150010431,Clear,1.0
T20150010433,Clear,1.0
T20150010434,Clear,1.0
T20150010435,Clear,1.0
T20150010436,Clear,1.0
T20150010439,Clear,1.0
T20150010441,Clear,1.0
T20150010442,Clear,1.0
T20150010444,Raining,3.0
T20150010445,Clear,1.0
T20150010446,Clear,1.0
T20150010448,Clear,1.0
T20150010450,Clear,1.0
T20150010451,Raining,3.0
T20150010454,Clear,1.0
T20150010456,Clear,1.0
T20150010457,Clear,1.0
T20150010459,Clear,1.0
T20150010460,Clear,1.0
T20150010465,Clear,1.0
T20150010467,Clear,1.0
T20150010469,Clear,1.0
T20150010471,Clear,1.0
T20150010474,Clear,1.0
T20150010476,Clear,1.0
T20150010477,Clear,1.0
T20150010479,Clear,1.0
T20150010480,Clear,1.0
T20150010484,Clear,1.0
T20150010485,Clear,1.0
T20150010487,Clear,1.0
T20150010490,Clear,1.0
T20150010493,Clear,1.0
T20150010494,Clear,1.0
T20150010499,Clear,1.0
T20150010500,Clear,1.0
T20150010501,Clear,1.0
T20150010506,Clear,1.0
T20150010507,Clear,1.0
T20150010510,Clear,1.0
T20150010511,Clear,1.0
T20150010512,Clear,1.0
T20150010513,Clear,1.0
T20150010514,Raining,3.0
T20150010515,Raining,3.0
T20150010516,Clear,1.0
T20150010518,Clear,1.0
T20150010519,Clear,1.0
T20150010520,Clear,1.0
T20150010521,Clear,1.0
T20150010523,Clear,1.0
T20150010525,Clear,1.0
T20150010527,Clear,1.0
T20150010529,Clear,1.0
T20150010533,Clear,1.0
T20150010534,Clear,1.0
T20150010535,Clear,1.0
T20150010536,Clear,1.0
T20150010537,Clear,1.0
T20150010539,Clear,1.0
T20150010541,Clear,1.0
T20150010543,Clear,1.0
T20150010544,Clear,1.0
T20150010546,Clear,1.0
T20150010547,Clear,1.0
T20150010549,Raining,3.0
T20150010553,Raining,3.0
T20150010555,Clear,1.0
T20150010557,Raining,3.0
T20150010559,Clear,1.0
T20150010560,Clear,1.0
T20150010562,Raining,3.0
T20150010563,Clear,1.0
T20150010565,Raining,3.0
T20150010567,Raining,3.0
T20150010568,Raining,3.0
T20150010570,Clear,1.0
T20150010571,Clear,1.0
T20150010573,Clear,1.0
T20150010578,Raining,3.0
T20150010584,Raining,3.0
T20150010586,Clear,1.0
T20150010588,Clear,1.0
T20150010590,Raining,3.0
T20150010593,Clear,1.0
T20150010594,Clear,1.0
T20150010595,Raining,3.0
T20150010596,Clear,1.0
T20150010598,Clear,1.0
T20150010599,Raining,3.0
T20150010601,Clear,1.0
T20150010602,Clear,1.0
T20150010607,Clear,1.0
T20150010608,Clear,1.0
T20150010610,Clear,1.0
T20150010611,Clear,1.0
T20150010612,Clear,1.0
T20150010613,Clear,1.0
T20150010615,Clear,1.0
T20150010618,Clear,1.0
T20150010619,Clear,1.0
T20150010623,Clear,1.0
T20150010624,Clear,1.0
T20150010626,Clear,1.0
T20150010629,Clear,1.0
T20150010632,Clear,1.0
T20150010633,Clear,1.0
T20150010634,Clear,1.0
T20150010635,Clear,1.0
T20150010636,Raining,3.0
T20150010638,Clear,1.0
T20150010642,Clear,1.0
T20150010643,Clear,1.0
T20150010645,Raining,3.0
T20150010646,Clear,1.0
T20150010647,Clear,1.0
T20150010649,Clear,1.0
T20150010650,Clear,1.0
T20150010651,Raining,3.0
T20150010654,Clear,1.0
T20150010655,Clear,1.0
T20150010656,Clear,1.0
T20150010657,Clear,1.0
T20150010659,Clear,1.0
T20150010662,Clear,1.0
T20150010663,Clear,1.0
T20150010664,Clear,1.0
T20150010666,Clear,1.0
T20150010667,Clear,1.0
T20150010670,Clear,1.0
T20150010671,Clear,1.0
T20150010672,Clear,1.0
T20150010673,Clear,1.0
T20150010674,Clear,1.0
T20150010676,Clear,1.0
T20150010678,Clear,1.0
T20150010680,Clear,1.0
T20150010681,Clear,1.0
T20150010683,Raining,3.0
T20150010684,Clear,1.0
T20150010687,Raining,3.0
T20150010688,Clear,1.0
T20150010689,Clear,1.0
T20150010690,Clear,1.0
T20150010691,Clear,1.0
T20150010692,Clear,1.0
T20150010694,Clear,1.0
T20150010695,Clear,1.0
T20150010696,Clear,1.0
T20150010698,Clear,1.0
T20150010699,Raining,3.0
T20150010700,Clear,1.0
T20150010701,Clear,1.0
T20150010704,Clear,1.0
T20150010706,Clear,1.0
T20150010708,Clear,1.0
T20150010709,Clear,1.0
T20150010710,Clear,1.0
T20150010713,Clear,1.0
T20150010714,Raining,3.0
T20150010716,Raining,3.0
T20150010718,Clear,1.0
T20150010720,Raining,3.0
T20150010723,Raining,3.0
T20150010725,Clear,1.0
T20150010726,Raining,3.0
T20150010727,Clear,1.0
T20150010728,Raining,3.0
T20150010730,Raining,3.0
T20150010731,Clear,1.0
T20150010732,Clear,1.0
T20150010733,Clear,1.0
T20150010735,Raining,3.0
T20150010736,Raining,3.0
T20150010737,Clear,1.0
T20150010738,Raining,3.0
T20150010741,Clear,1.0
T20150010743,Raining,3.0
T20150010749,Raining,3.0
T20150010750,Clear,1.0
T20150010751,Raining,3.0
T20150010755,Raining,3.0
T20150010756,Clear,1.0
T20150010757,Raining,3.0
T20150010758,Clear,1.0
T20150010759,Clear,1.0
T20150010760,Raining,3.0
T20150010761,Clear,1.0
T20150010765,Clear,1.0
T20150010766,Clear,1.0
T20150010768,Raining,3.0
T20150010769,Clear,1.0
T20150010771,Clear,1.0
T20150010773,Raining,3.0
T20150010774,Clear,1.0
T20150010775,Clear,1.0
T20150010776,Raining,3.0
T20150010778,Clear,1.0
T20150010779,Clear,1.0
T20150010780,Clear,1.0
T20150010785,Clear,1.0
T20150010788,Clear,1.0
T20150010789,Clear,1.0
T20150010792,Clear,1.0
T20150010795,Clear,1.0
T20150010799,Clear,1.0
T20150010806,Clear,1.0
T20150010807,Clear,1.0
T20150010808,Clear,1.0
T20150010809,Raining,3.0
T20150010810,Clear,1.0
T20150010814,Clear,1.0
T20150010815,Raining,3.0
T20150010816,Raining,3.0
T20150010824,Raining,3.0
T20150010825,Clear,1.0
T20150010826,Raining,3.0
T20150010828,Clear,1.0
T20150010829,Clear,1.0
T20150010830,Clear,1.0
T20150010831,Clear,1.0
T20150010832,Raining,3.0
T20150010833,Clear,1.0
T20150010836,Clear,1.0
T20150010837,Clear,1.0
T20150010838,Raining,3.0
T20150010839,Clear,1.0
T20150010842,Clear,1.0
T20150010844,Raining,3.0
T20150010847,Raining,3.0
T20150010849,Clear,1.0
T20150010850,Clear,1.0
T20150010851,Clear,1.0
T20150010852,Clear,1.0
T20150010853,Clear,1.0
T20150010854,Clear,1.0
T20150010855,Clear,1.0
T20150010858,Clear,1.0
T20150010859,Clear,1.0
T20150010860,Clear,1.0
T20150010861,Clear,1.0
T20150010862,Clear,1.0
T20150010863,Raining,3.0
T20150010866,Clear,1.0
T20150010867,Clear,1.0
T20150010868,Clear,1.0
T20150010870,Clear,1.0
T20150010871,Clear,1.0
T20150010873,Clear,1.0
T20150010874,Clear,1.0
T20150010877,Clear,1.0
T20150010879,Clear,1.0
T20150010880,Clear,1.0
T20150010883,Clear,1.0
T20150010885,Clear,1.0
T20150010886,Clear,1.0
T20150010889,Clear,1.0
T20150010892,Clear,1.0
T20150010893,Clear,1.0
T20150010895,Clear,1.0
T20150010898,Raining,3.0
T20150010899,Raining,3.0
T20150010900,Clear,1.0
T20150010903,Clear,1.0
T20150010904,Clear,1.0
T20150010906,Clear,1.0
T20150010909,Clear,1.0
T20150010915,Raining,3.0
T20150010918,Clear,1.0
T20150010919,Clear,1.0
T20150010920,Clear,1.0
T20150010922,Clear,1.0
T20150010924,Clear,1.0
T20150010925,Clear,1.0
T20150010926,Clear,1.0
T20150010927,Clear,1.0
T20150010928,Clear,1.0
T20150010929,Clear,1.0
T20150010930,Clear,1.0
T20150010933,Clear,1.0
T20150010936,Clear,1.0
T20150010937,Clear,1.0
T20150010939,Clear,1.0
T20150010942,Clear,1.0
T20150010945,Clear,1.0
T20150010949,Clear,1.0
T20150010953,Clear,1.0
T20150010954,Clear,1.0
T20150010955,Clear,1.0
T20150010956,Clear,1.0
T20150010959,Clear,1.0
T20150010962,Clear,1.0
T20150010963,Clear,1.0
T20150010964,Clear,1.0
T20150010965,Clear,1.0
T20150010971,Clear,1.0
T20150010972,Clear,1.0
T20150010973,Clear,1.0
T20150010974,Clear,1.0
T20150010975,Clear,1.0
T20150010976,Clear,1.0
T20150010977,Clear,1.0
T20150010979,Clear,1.0
T20150010983,Clear,1.0
T20150010990,Fog,6.0
T20150010992,Clear,1.0
T20150010994,Clear,1.0
T20150010997,Clear,1.0
T20150010999,Clear,1.0
T20150011001,Raining,3.0
T20150011002,Clear,1.0
T20150011003,Clear,1.0
T20150011005,Fog,6.0
T20150011006,Clear,1.0
T20150011008,Clear,1.0
T20150011009,Clear,1.0
T20150011010,Fog,6.0
T20150011012,Clear,1.0
T20150011014,Clear,1.0
T20150011017,Clear,1.0
T20150011019,Clear,1.0
T20150011020,Clear,1.0
T20150011022,Clear,1.0
T20150011023,Clear,1.0
T20150011024,Clear,1.0
T20150011025,Clear,1.0
T20150011026,Clear,1.0
T20150011027,Fog,6.0
T20150011030,Clear,1.0
T20150011031,Raining,3.0
T20150011034,Clear,1.0
T20150011036,Clear,1.0
T20150011038,Clear,1.0
T20150011041,Clear,1.0
T20150011042,Clear,1.0
T20150011044,Raining,3.0
T20150011045,Clear,1.0
T20150011047,Clear,1.0
T20150011048,Clear,1.0
T20150011049,Clear,1.0
T20150011050,Clear,1.0
T20150011051,Clear,1.0
T20150011052,Raining,3.0
T20150011055,Clear,1.0
T20150011056,Clear,1.0
T20150011059,Clear,1.0
T20150011060,Clear,1.0
T20150011062,Raining,3.0
T20150011063,Clear,1.0
T20150011065,Clear,1.0
T20150011066,Clear,1.0
T20150011067,Clear,1.0
T20150011070,Clear,1.0
T20150011071,Clear,1.0
T20150011072,Clear,1.0
T20150011073,Fog,6.0
T20150011074,Clear,1.0
T20150011076,Clear,1.0
T20150011078,Clear,1.0
T20150011080,Clear,1.0
T20150011081,Clear,1.0
T20150011083,Clear,1.0
T20150011084,Clear,1.0
T20150011085,Clear,1.0
T20150011090,Clear,1.0
T20150011094,Clear,1.0
T20150011096,Clear,1.0
T20150011097,Clear,1.0
T20150011099,Clear,1.0
T20150011100,Clear,1.0
T20150011102,Clear,1.0
T20150011103,Clear,1.0
T20150011106,Clear,1.0
T20150011109,Clear,1.0
T20150011111,Clear,1.0
T20150011112,Clear,1.0
T20150011113,Clear,1.0
T20150011119,Clear,1.0
T20150011120,Raining,3.0
T20150011121,Clear,1.0
T20150011122,Clear,1.0
T20150011125,Clear,1.0
T20150011126,Clear,1.0
T20150011129,Clear,1.0
T20150011131,Clear,1.0
T20150011132,Clear,1.0
T20150011135,Clear,1.0
T20150011136,Clear,1.0
T20150011137,Clear,1.0
T20150011138,Clear,1.0
T20150011139,Clear,1.0
T20150011140,Clear,1.0
T20150011141,Clear,1.0
T20150011142,Clear,1.0
T20150011144,Clear,1.0
T20150011145,Raining,3.0
T20150011147,Clear,1.0
T20150011148,Clear,1.0
T20150011152,Clear,1.0
T20150011153,Clear,1.0
T20150011157,Clear,1.0
T20150011158,Clear,1.0
T20150011160,Clear,1.0
T20150011161,Clear,1.0
T20150011162,Clear,1.0
T20150011163,Clear,1.0
T20150011165,Clear,1.0
T20150011166,Clear,1.0
T20150011169,Clear,1.0
T20150011170,Clear,1.0
T20150011171,Clear,1.0
T20150011172,Clear,1.0
T20150011173,Clear,1.0
T20150011175,Clear,1.0
T20150011178,Clear,1.0
T20150011181,Clear,1.0
T20150011182,Clear,1.0
T20150011185,Clear,1.0
T20150011186,Clear,1.0
T20150011189,Clear,1.0
T20150011190,Clear,1.0
T20150011193,Clear,1.0
T20150011194,Clear,1.0
T20150011195,"Raining, Strong winds",2.33
T20150011202,Clear,1.0
T20150011203,Clear,1.0
T20150011204,Clear,1.0
T20150011205,Clear,1.0
T20150011209,Clear,1.0
T20150011212,Clear,1.0
T20150011214,Clear,1.0
T20150011216,Clear,1.0
T20150011217,Clear,1.0
T20150011222,Clear,1.0
T20150011226,Clear,1.0
T20150011227,Raining,3.0
T20150011231,Clear,1.0
T20150011237,Clear,1.0
T20150011238,Clear,1.0
T20150011240,Clear,1.0
T20150011244,Clear,1.0
T20150011247,Clear,1.0
T20150011249,Clear,1.0
T20150011254,Clear,1.0
T20150011256,Clear,1.0
T20150011261,Clear,1.0
T20150011262,Clear,1.0
T20150011263,Clear,1.0
T20150011264,Clear,1.0
T20150011266,Clear,1.0
T20150011267,Clear,1.0
T20150011269,Clear,1.0
T20150011270,Clear,1.0
T20150011271,Clear,1.0
T20150011272,Clear,1.0
T20150011274,Clear,1.0
T20150011277,Clear,1.0
T20150011279,Clear,1.0
T20150011282,Clear,1.0
T20150011283,Raining,3.0
T20150011284,Clear,1.0
T20150011286,Clear,1.0
T20150011287,Clear,1.0
T20150011288,Clear,1.0
T20150011290,Clear,1.0
T20150011292,Clear,1.0
T20150011293,Clear,1.0
T20150011294,Clear,1.0
T20150011298,Clear,1.0
T20150011299,Clear,1.0
T20150011300,Clear,1.0
T20150011302,Clear,1.0
T20150011306,Clear,1.0
T20150011307,Clear,1.0
T20150011308,Clear,1.0
T20150011310,Clear,1.0
T20150011311,Clear,1.0
T20150011312,Clear,1.0
T20150011315,Clear,1.0
T20150011317,Clear,1.0
T20150011320,Clear,1.0
T20150011323,Clear,1.0
T20150011327,Clear,1.0
T20150011332,Clear,1.0
T20150011333,Clear,1.0
T20150011334,Clear,1.0
T20150011341,Clear,1.0
T20150011342,Clear,1.0
T20150011343,Clear,1.0
T20150011344,Clear,1.0
T20150011345,Clear,1.0
T20150011346,Clear,1.0
T20150011347,Clear,1.0
T20150011350,Clear,1.0
T20150011352,Clear,1.0
T20150011353,Clear,1.0
T20150011354,Clear,1.0
T20150011356,Clear,1.0
T20150011357,Clear,1.0
T20150011359,Clear,1.0
T20150011360,Clear,1.0
T20150011361,Clear,1.0
T20150011364,Clear,1.0
T20150011365,Clear,1.0
T20150011367,Raining,3.0
T20150011369,Clear,1.0
T20150011371,Clear,1.0
T20150011372,Clear,1.0
T20150011375,Clear,1.0
T20150011377,Clear,1.0
T20150011383,Clear,1.0
T20150011386,Clear,1.0
T20150011387,Clear,1.0
T20150011390,Clear,1.0
T20150011391,Fog,6.0
T20150011392,Clear,1.0
T20150011395,Clear,1.0
T20150011396,Raining,3.0
T20150011397,Clear,1.0
T20150011402,Clear,1.0
T20150011403,Fog,6.0
T20150011404,Clear,1.0
T20150011406,Clear,1.0
T20150011408,Clear,1.0
T20150011411,Raining,3.0
T20150011412,Clear,1.0
T20150011413,Clear,1.0
T20150011414,Clear,1.0
T20150011416,Clear,1.0
T20150011417,Clear,1.0
T20150011419,Clear,1.0
T20150011421,Clear,1.0
T20150011422,Clear,1.0
T20150011425,Fog,6.0
T20150011426,Clear,1.0
T20150011428,Clear,1.0
T20150011429,Clear,1.0
T20150011431,Clear,1.0
T20150011433,Clear,1.0
T20150011435,Clear,1.0
T20150011438,Clear,1.0
T20150011439,Clear,1.0
T20150011440,Clear,1.0
T20150011444,Clear,1.0
T20150011445,Clear,1.0
T20150011446,Clear,1.0
T20150011447,Clear,1.0
T20150011448,Raining,3.0
T20150011449,Clear,1.0
T20150011453,Clear,1.0
T20150011456,Clear,1.0
T20150011460,Clear,1.0
T20150011461,Clear,1.0
T20150011463,Clear,1.0
T20150011467,Clear,1.0
T20150011471,Clear,1.0
T20150011472,Clear,1.0
T20150011473,Clear,1.0
T20150011476,Clear,1.0
T20150011479,Clear,1.0
T20150011482,Clear,1.0
T20150011483,"Clear, Strong winds",1.67
T20150011488,Clear,1.0
T20150011489,Clear,1.0
T20150011492,Clear,1.0
T20150011495,Clear,1.0
T20150011496,Clear,1.0
T20150011498,Clear,1.0
T20150011499,Clear,1.0
T20150011502,Clear,1.0
T20150011505,Raining,3.0
T20150011507,"Clear, Dust",3.0
T20150011508,Clear,1.0
T20150011511,Clear,1.0
T20150011513,Clear,1.0
T20150011514,Clear,1.0
T20150011524,Clear,1.0
T20150011527,Clear,1.0
T20150011528,Clear,1.0
T20150011529,Clear,1.0
T20150011532,Clear,1.0
T20150011533,Clear,1.0
T20150011534,Clear,1.0
T20150011536,Raining,3.0
T20150011540,Clear,1.0
T20150011541,Clear,1.0
T20150011542,Clear,1.0
T20150011544,Clear,1.0
T20150011545,Clear,1.0
T20150011551,Clear,1.0
T20150011554,Clear,1.0
T20150011559,Clear,1.0
T20150011561,Raining,3.0
T20150011562,Raining,3.0
T20150011563,Clear,1.0
T20150011568,Clear,1.0
T20150011569,Clear,1.0
T20150011572,Clear,1.0
T20150011573,Clear,1.0
T20150011578,Raining,3.0
T20150011579,Clear,1.0
T20150011581,Raining,3.0
T20150011585,Raining,3.0
T20150011589,Raining,3.0
T20150011590,Raining,3.0
T20150011592,Raining,3.0
T20150011595,Raining,3.0
T20150011596,Raining,3.0
T20150011599,Clear,1.0
T20150011604,Clear,1.0
T20150011608,Raining,3.0
T20150011609,Raining,3.0
T20150011610,Clear,1.0
T20150011613,"Fog, Raining",4.0
T20150011615,Raining,3.0
T20150011616,Raining,3.0
T20150011617,Clear,1.0
T20150011619,Clear,1.0
T20150011620,Raining,3.0
