ACCIDENT_NO,ATMOSPH_COND_DESC,ATMOSPH_INDEX
T20150007876,Clear,1.0
T20150007878,Clear,1.0
T20150007879,"Fog, Raining",4.0
T20150007882,Raining,3.0
T20150007883,Clear,1.0
T20150007884,Clear,1.0
T20150007885,Clear,1.0
T20150007886,Clear,1.0
T20150007887,Clear,1.0
T20150007888,Clear,1.0
T20150007889,Clear,1.0
T20150007891,Clear,1.0
T20150007894,Clear,1.0
T20150007898,Raining,3.0
T20150007899,Clear,1.0
T20150007900,Clear,1.0
T20150007901,Clear,1.0
T20150007902,Clear,1.0
T20150007903,Clear,1.0
T20150007904,Clear,1.0
T20150007905,Clear,1.0
T20150007907,Clear,1.0
T20150007910,Clear,1.0
T20150007914,Clear,1.0
T20150007915,Clear,1.0
T20150007917,Raining,3.0
T20150007918,Clear,1.0
T20150007920,Clear,1.0
T20150007924,Clear,1.0
T20150007925,Fog,6.0
T20150007927,Clear,1.0
T20150007928,Clear,1.0
T20150007931,Clear,1.0
T20150007932,Clear,1.0
T20150007933,Clear,1.0
T20150007934,Clear,1.0
T20150007935,Clear,1.0
T20150007936,Clear,1.0
T20150007939,Clear,1.0
T20150007940,Clear,1.0
T20150007942,Clear,1.0
T20150007943,Clear,1.0
T20150007944,Clear,1.0
T20150007945,Clear,1.0
T20150007947,Clear,1.0
T20150007948,Clear,1.0
T20150007950,Clear,1.0
T20150007951,Clear,1.0
T20150007952,Clear,1.0
T20150007953,Clear,1.0
T20150007954,Clear,1.0
T20150007960,Clear,1.0
T20150007961,Clear,1.0
T20150007963,Clear,1.0
T20150007966,Clear,1.0
T20150007967,Clear,1.0
T20150007972,Clear,1.0
T20150007974,Clear,1.0
T20150007977,Clear,1.0
T20150007978,Clear,1.0
T20150007985,Clear,1.0
T20150007988,Clear,1.0
T20150007992,Clear,1.0
T20150007993,Clear,1.0
T20150007994,Clear,1.0
T20150007995,Clear,1.0
T20150007996,Clear,1.0
T20150007997,Clear,1.0
T20150007999,Clear,1.0
T20150008003,Clear,1.0
T20150008004,Clear,1.0
T20150008008,Clear,1.0
T20150008009,Clear,1.0
T20150008012,Clear,1.0
T20150008013,Clear,1.0
T20150008015,Clear,1.0
T20150008016,Clear,1.0
T20150008018,Clear,1.0
T20150008019,Clear,1.0
T20150008020,Clear,1.0
T20150008021,Clear,1.0
T20150008022,Clear,1.0
T20150008024,Clear,1.0
T20150008025,Clear,1.0
T20150008027,Clear,1.0
T20150008028,Clear,1.0
T20150008031,Clear,1.0
T20150008036,Clear,1.0
T20150008038,Clear,1.0
T20150008041,Clear,1.0
T20150008043,Clear,1.0
T20150008045,Clear,1.0
T20150008046,Clear,1.0
T20150008047,Clear,1.0
T20150008048,Clear,1.0
T20150008051,Clear,1.0
T20150008053,Clear,1.0
T20150008056,Clear,1.0
T20150008059,Clear,1.0
T20150008060,Clear,1.0
T20150008061,Raining,3.0
T20150008062,Clear,1.0
T20150008065,Clear,1.0
T20150008067,Clear,1.0
T20150008068,Clear,1.0
T20150008070,Clear,1.0
T20150008071,Clear,1.0
T20150008072,Clear,1.0
T20150008079,Clear,1.0
T20150008080,Clear,1.0
T20150008082,Clear,1.0
T20150008083,Clear,1.0
T20150008086,Raining,3.0
T20150008087,Raining,3.0
T20150008088,Raining,3.0
T20150008090,Raining,3.0
T20150008091,Raining,3.0
T20150008094,Clear,1.0
T20150008095,Clear,1.0
T20150008098,Raining,3.0
T20150008099,Clear,1.0
T20150008100,Clear,1.0
T20150008101,Raining,3.0
T20150008102,Clear,1.0
T20150008104,Raining,3.0
T20150008106,Raining,3.0
T20150008107,Raining,3.0
T20150008108,Raining,3.0
T20150008109,Clear,1.0
T20150008113,Raining,3.0
T20150008114,Raining,3.0
T20150008115,Clear,1.0
T20150008117,Clear,1.0
T20150008118,Raining,3.0
T20150008119,Clear,1.0
T20150008120,Clear,1.0
T20150008121,Raining,3.0
T20150008123,Raining,3.0
T20150008124,Raining,3.0
T20150008125,Clear,1.0
T20150008127,Clear,1.0
T20150008128,Raining,3.0
T20150008131,Raining,3.0
T20150008133,Raining,3.0
T20150008134,Raining,3.0
T20150008135,Raining,3.0
T20150008136,Clear,1.0
T20150008138,Clear,1.0
T20150008139,Raining,3.0
T20150008144,Clear,1.0
T20150008145,Raining,3.0
T20150008146,Raining,3.0
T20150008147,Raining,3.0
T20150008148,Clear,1.0
T20150008149,Clear,1.0
T20150008151,Raining,3.0
T20150008153,Clear,1.0
T20150008155,Clear,1.0
T20150008158,Raining,3.0
T20150008159,Clear,1.0
T20150008160,Raining,3.0
T20150008161,Clear,1.0
T20150008164,Raining,3.0
T20150008168,Clear,1.0
T20150008170,Raining,3.0
T20150008172,Clear,1.0
T20150008173,Clear,1.0
T20150008176,Clear,1.0
T20150008178,Clear,1.0
T20150008179,Clear,1.0
T20150008180,Clear,1.0
T20150008181,Clear,1.0
T20150008182,Clear,1.0
T20150008183,Raining,3.0
T20150008185,Clear,1.0
T20150008186,Clear,1.0
T20150008187,Clear,1.0
T20150008192,Clear,1.0
T20150008194,Clear,1.0
T20150008195,Clear,1.0
T20150008198,Clear,1.0
T20150008199,Clear,1.0
T20150008201,Raining,3.0
T20150008203,Clear,1.0
T20150008205,Clear,1.0
T20150008207,Raining,3.0
T20150008208,Raining,3.0
T20150008209,Raining,3.0
T20150008211,Raining,3.0
T20150008212,Raining,3.0
T20150008213,"Raining, Strong winds",2.33
T20150008220,Clear,1.0
T20150008223,Clear,1.0
T20150008227,Clear,1.0
T20150008232,Raining,3.0
T20150008234,Raining,3.0
T20150008235,Raining,3.0
T20150008236,Clear,1.0
T20150008237,Raining,3.0
T20150008238,Raining,3.0
T20150008240,Clear,1.0
T20150008241,Raining,3.0
T20150008243,Raining,3.0
T20150008244,Raining,3.0
T20150008245,Clear,1.0
T20150008246,Clear,1.0
T20150008247,Clear,1.0
T20150008249,Clear,1.0
T20150008251,Raining,3.0
T20150008252,Clear,1.0
T20150008253,Raining,3.0
T20150008257,Raining,3.0
T20150008258,Raining,3.0
T20150008260,Clear,1.0
T20150008262,Clear,1.0
T20150008263,Clear,1.0
T20150008264,Clear,1.0
T20150008266,Clear,1.0
T20150008267,Raining,3.0
T20150008269,Clear,1.0
T20150008271,Clear,1.0
T20150008273,Clear,1.0
T20150008275,Raining,3.0
T20150008277,Raining,3.0
T20150008283,Raining,3.0
T20150008284,Clear,1.0
T20150008287,Raining,3.0
T20150008293,Clear,1.0
T20150008296,Clear,1.0
T20150008298,Clear,1.0
T20150008301,Clear,1.0
T20150008303,Clear,1.0
T20150008304,Raining,3.0
T20150008305,Raining,3.0
T20150008306,Raining,3.0
T20150008308,Clear,1.0
T20150008310,Clear,1.0
T20150008311,Clear,1.0
T20150008312,Clear,1.0
T20150008319,Clear,1.0
T20150008320,Clear,1.0
T20150008322,Clear,1.0
T20150008323,"Clear, Strong winds",1.67
T20150008324,Clear,1.0
T20150008328,Clear,1.0
T20150008332,Clear,1.0
T20150008335,Raining,3.0
T20150008336,Strong winds,2.0
T20150008337,Clear,1.0
T20150008339,Clear,1.0
T20150008340,Clear,1.0
T20150008342,Clear,1.0
T20150008344,Clear,1.0
T20150008345,Clear,1.0
T20150008347,Clear,1.0
T20150008349,Clear,1.0
T20150008350,Clear,1.0
T20150008351,Raining,3.0
T20150008352,Clear,1.0
T20150008354,Clear,1.0
T20150008355,Clear,1.0
T20150008357,Clear,1.0
T20150008359,Clear,1.0
T20150008360,Clear,1.0
T20150008361,Clear,1.0
T20150008364,Clear,1.0
T20150008367,Clear,1.0
T20150008368,Clear,1.0
T20150008374,Clear,1.0
T20150008377,Clear,1.0
T20150008381,Raining,3.0
T20150008383,Clear,1.0
T20150008384,Clear,1.0
T20150008386,Clear,1.0
T20150008387,Clear,1.0
T20150008389,Clear,1.0
T20150008393,Clear,1.0
T20150008400,Clear,1.0
T20150008401,Clear,1.0
T20150008402,Clear,1.0
T20150008403,Clear,1.0
T20150008406,Clear,1.0
T20150008407,Clear,1.0
T20150008409,"Clear, Strong winds",1.67
T20150008410,Clear,1.0
T20150008411,Raining,3.0
T20150008412,Clear,1.0
T20150008413,Clear,1.0
T20150008415,Clear,1.0
T20150008418,Clear,1.0
T20150008423,Clear,1.0
T20150008425,Clear,1.0
T20150008426,Clear,1.0
T20150008428,Clear,1.0
T20150008429,Clear,1.0
T20150008431,Clear,1.0
T20150008432,Clear,1.0
T20150008433,Clear,1.0
T20150008435,Clear,1.0
T20150008436,Clear,1.0
T20150008439,Clear,1.0
T20150008441,Clear,1.0
T20150008444,Clear,1.0
T20150008445,Clear,1.0
T20150008447,Clear,1.0
T20150008448,Clear,1.0
T20150008449,Clear,1.0
T20150008451,Clear,1.0
T20150008452,Clear,1.0
T20150008458,Clear,1.0
T20150008459,Clear,1.0
T20150008461,Clear,1.0
T20150008462,Clear,1.0
T20150008465,Clear,1.0
T20150008466,Clear,1.0
T20150008467,Clear,1.0
T20150008472,Clear,1.0
T20150008473,Clear,1.0
T20150008474,Clear,1.0
T20150008477,Clear,1.0
T20150008481,Clear,1.0
T20150008485,Clear,1.0
T20150008487,Clear,1.0
T20150008488,Clear,1.0
T20150008489,Clear,1.0
T20150008490,Clear,1.0
T20150008498,Clear,1.0
T20150008501,Clear,1.0
T20150008502,Clear,1.0
T20150008504,Clear,1.0
T20150008509,Clear,1.0
T20150008513,Clear,1.0
T20150008517,Clear,1.0
T20150008518,Clear,1.0
T20150008519,Clear,1.0
T20150008521,Raining,3.0
T20150008523,Clear,1.0
T20150008524,Clear,1.0
T20150008525,Clear,1.0
T20150008528,Clear,1.0
T20150008531,Clear,1.0
T20150008532,Clear,1.0
T20150008534,"Fog, Raining, Strong winds",3.0
T20150008535,Clear,1.0
T20150008536,"Raining, Fog",5.0
T20150008537,Clear,1.0
T20150008538,Clear,1.0
T20150008539,Clear,1.0
T20150008540,Clear,1.0
T20150008542,Clear,1.0
T20150008544,Clear,1.0
T20150008545,Clear,1.0
T20150008547,Clear,1.0
T20150008548,Clear,1.0
T20150008549,Clear,1.0
T20150008550,Clear,1.0
T20150008554,Clear,1.0
T20150008555,Clear,1.0
T20150008556,Clear,1.0
T20150008557,Clear,1.0
T20150008559,Clear,1.0
T20150008560,Clear,1.0
T20150008562,Clear,1.0
T20150008563,Clear,1.0
T20150008565,Clear,1.0
T20150008566,Clear,1.0
T20150008571,Clear,1.0
T20150008572,Raining,3.0
T20150008574,Clear,1.0
T20150008578,Clear,1.0
T20150008579,Clear,1.0
T20150008581,Clear,1.0
T20150008582,Clear,1.0
T20150008584,Clear,1.0
T20150008585,Clear,1.0
T20150008586,Clear,1.0
T20150008587,Clear,1.0
T20150008589,Clear,1.0
T20150008591,Clear,1.0
T20150008594,Clear,1.0
T20150008596,Clear,1.0
T20150008597,Clear,1.0
T20150008598,Clear,1.0
T20150008599,Clear,1.0
T20150008601,Clear,1.0
T20150008602,Clear,1.0
T20150008603,Clear,1.0
T20150008607,Clear,1.0
T20150008609,Raining,3.0
T20150008610,Clear,1.0
T20150008612,Clear,1.0
T20150008613,Clear,1.0
T20150008614,Raining,3.0
T20150008615,Clear,1.0
T20150008616,Clear,1.0
T20150008617,Clear,1.0
T20150008623,Clear,1.0
T20150008624,Raining,3.0
T20150008627,Clear,1.0
T20150008629,Clear,1.0
T20150008633,Clear,1.0
T20150008638,Clear,1.0
T20150008640,Clear,1.0
T20150008642,Clear,1.0
T20150008644,Clear,1.0
T20150008646,Clear,1.0
T20150008647,Clear,1.0
T20150008648,Clear,1.0
T20150008650,Clear,1.0
T20150008651,Clear,1.0
T20150008653,Clear,1.0
T20150008655,Clear,1.0
T20150008656,Clear,1.0
T20150008658,Clear,1.0
T20150008661,Clear,1.0
T20150008665,Clear,1.0
T20150008666,Clear,1.0
T20150008667,Clear,1.0
T20150008669,Clear,1.0
T20150008670,Clear,1.0
T20150008671,Clear,1.0
T20150008672,Clear,1.0
T20150008673,Clear,1.0
T20150008674,Clear,1.0
T20150008675,Raining,3.0
T20150008676,Raining,3.0
T20150008677,Clear,1.0
T20150008678,Clear,1.0
T20150008681,Raining,3.0
T20150008682,Raining,3.0
T20150008686,Clear,1.0
T20150008687,Clear,1.0
T20150008700,Raining,3.0
T20150008703,Clear,1.0
T20150008706,Clear,1.0
T20150008707,Clear,1.0
T20150008712,Clear,1.0
T20150008714,Raining,3.0
T20150008715,Raining,3.0
T20150008716,Fog,6.0
T20150008717,Clear,1.0
T20150008718,Raining,3.0
T20150008719,Fog,6.0
T20150008720,Raining,3.0
T20150008721,Clear,1.0
T20150008723,Raining,3.0
T20150008724,Raining,3.0
T20150008728,Clear,1.0
T20150008730,Raining,3.0
T20150008731,Clear,1.0
T20150008733,Raining,3.0
T20150008734,Raining,3.0
T20150008735,Raining,3.0
T20150008736,Clear,1.0
T20150008737,Raining,3.0
T20150008738,Raining,3.0
T20150008744,Raining,3.0
T20150008745,Raining,3.0
T20150008748,Clear,1.0
T20150008751,Raining,3.0
T20150008756,Clear,1.0
T20150008758,Raining,3.0
T20150008760,Raining,3.0
T20150008762,Clear,1.0
T20150008763,Clear,1.0
T20150008768,"Fog, Raining",4.0
T20150008771,Clear,1.0
T20150008776,Clear,1.0
T20150008777,Clear,1.0
T20150008779,Clear,1.0
T20150008781,Raining,3.0
T20150008782,Clear,1.0
T20150008783,Clear,1.0
T20150008786,Clear,1.0
T20150008787,Raining,3.0
T20150008791,Clear,1.0
T20150008794,Clear,1.0
T20150008795,Raining,3.0
T20150008796,Clear,1.0
T20150008800,Raining,3.0
T20150008802,Clear,1.0
T20150008804,Clear,1.0
T20150008805,Raining,3.0
T20150008808,Raining,3.0
T20150008810,Clear,1.0
T20150008811,Clear,1.0
T20150008814,Clear,1.0
T20150008819,Raining,3.0
T20150008829,Clear,1.0
T20150008831,Clear,1.0
T20150008834,Raining,3.0
T20150008835,Clear,1.0
T20150008838,Clear,1.0
T20150008839,Raining,3.0
T20150008840,Clear,1.0
T20150008843,Clear,1.0
T20150008847,Raining,3.0
T20150008851,Raining,3.0
T20150008853,Clear,1.0
T20150008854,Clear,1.0
T20150008855,Raining,3.0
T20150008858,Clear,1.0
T20150008860,Clear,1.0
T20150008862,Clear,1.0
T20150008865,Raining,3.0
T20150008866,Clear,1.0
T20150008867,Raining,3.0
T20150008873,Clear,1.0
T20150008875,Clear,1.0
T20150008876,Clear,1.0
T20150008877,Clear,1.0
T20150008878,Clear,1.0
T20150008879,Clear,1.0
T20150008881,Clear,1.0
T20150008883,Clear,1.0
T20150008888,Raining,3.0
T20150008889,Clear,1.0
T20150008891,Raining,3.0
T20150008892,Clear,1.0
T20150008895,Raining,3.0
T20150008897,Clear,1.0
T20150008898,Clear,1.0
T20150008900,Clear,1.0
T20150008901,Clear,1.0
T20150008904,Clear,1.0
T20150008905,Clear,1.0
T20150008906,Raining,3.0
T20150008908,Clear,1.0
T20150008910,Clear,1.0
T20150008911,Raining,3.0
T20150008917,Clear,1.0
T20150008919,Raining,3.0
T20150008921,Clear,1.0
T20150008923,Clear,1.0
T20150008924,Clear,1.0
T20150008926,Raining,3.0
T20150008927,Clear,1.0
T20150008932,Clear,1.0
T20150008934,Raining,3.0
T20150008937,Clear,1.0
T20150008940,Raining,3.0
T20150008941,Raining,3.0
T20150008942,Raining,3.0
T20150008947,Clear,1.0
T20150008949,Clear,1.0
T20150008950,Clear,1.0
T20150008952,Clear,1.0
T20150008955,Clear,1.0
T20150008956,Clear,1.0
T20150008958,Clear,1.0
T20150008960,Raining,3.0
T20150008961,Clear,1.0
T20150008962,Clear,1.0
T20150008963,Clear,1.0
T20150008964,Clear,1.0
T20150008968,Clear,1.0
T20150008970,Clear,1.0
T20150008974,Clear,1.0
T20150008975,Clear,1.0
T20150008976,Clear,1.0
T20150008987,Clear,1.0
T20150008989,Clear,1.0
T20150008990,Clear,1.0
T20150008991,Fog,6.0
T20150008992,Clear,1.0
T20150008993,Clear,1.0
T20150008994,Clear,1.0
T20150008996,Clear,1.0
T20150008997,Clear,1.0
T20150008999,Clear,1.0
T20150009000,Clear,1.0
T20150009002,Clear,1.0
T20150009003,Clear,1.0
T20150009005,Clear,1.0
T20150009006,Clear,1.0
T20150009008,Clear,1.0
T20150009011,Clear,1.0
T20150009012,Clear,1.0
T20150009013,Clear,1.0
T20150009014,Clear,1.0
T20150009016,Clear,1.0
T20150009017,Clear,1.0
T20150009019,Clear,1.0
T20150009020,Clear,1.0
T20150009023,Clear,1.0
T20150009025,Raining,3.0
T20150009026,Clear,1.0
T20150009028,Clear,1.0
T20150009029,Clear,1.0
T20150009032,Raining,3.0
T20150009035,Clear,1.0
T20150009036,Clear,1.0
T20150009038,Clear,1.0
T20150009039,Clear,1.0
T20150009040,Clear,1.0
T20150009042,Clear,1.0
T20150009043,Clear,1.0
T20150009044,Clear,1.0
T20150009045,Clear,1.0
T20150009047,Clear,1.0
T20150009048,Clear,1.0
T20150009050,Clear,1.0
T20150009054,Clear,1.0
T20150009057,Clear,1.0
T20150009059,Clear,1.0
T20150009060,Clear,1.0
T20150009061,Clear,1.0
T20150009063,Clear,1.0
T20150009067,Clear,1.0
T20150009068,Clear,1.0
T20150009071,Clear,1.0
T20150009075,Clear,1.0
T20150009076,Clear,1.0
T20150009077,Clear,1.0
T20150009078,Clear,1.0
T20150009079,Clear,1.0
T20150009085,Clear,1.0
T20150009086,Clear,1.0
T20150009087,Clear,1.0
T20150009088,Clear,1.0
T20150009089,Clear,1.0
T20150009091,Clear,1.0
T20150009093,Clear,1.0
T20150009094,Clear,1.0
T20150009095,Clear,1.0
T20150009096,Clear,1.0
T20150009097,Clear,1.0
T20150009101,Clear,1.0
T20150009103,Clear,1.0
T20150009107,Clear,1.0
T20150009108,Clear,1.0
T20150009110,Clear,1.0
T20150009113,Clear,1.0
T20150009118,Clear,1.0
T20150009123,Clear,1.0
T20150009124,Clear,1.0
T20150009126,Clear,1.0
T20150009130,Clear,1.0
T20150009131,Clear,1.0
T20150009132,Clear,1.0
T20150009133,Clear,1.0
T20150009136,Raining,3.0
T20150009137,Clear,1.0
T20150009138,Clear,1.0
T20150009140,Clear,1.0
T20150009142,Clear,1.0
T20150009144,Clear,1.0
T20150009149,Clear,1.0
T20150009150,Clear,1.0
T20150009153,Clear,1.0
T20150009154,Clear,1.0
T20150009155,Clear,1.0
T20150009156,Clear,1.0
T20150009157,Raining,3.0
T20150009162,Clear,1.0
T20150009163,Clear,1.0
T20150009165,Clear,1.0
T20150009167,Clear,1.0
T20150009169,Clear,1.0
T20150009170,Clear,1.0
T20150009172,Clear,1.0
T20150009174,Clear,1.0
T20150009175,Clear,1.0
T20150009176,Clear,1.0
T20150009180,Clear,1.0
T20150009183,Clear,1.0
T20150009185,Clear,1.0
T20150009186,Clear,1.0
T20150009187,Clear,1.0
T20150009188,"Raining, Strong winds",2.33
T20150009191,Clear,1.0
T20150009192,Clear,1.0
T20150009199,Clear,1.0
T20150009202,Clear,1.0
T20150009205,Clear,1.0
T20150009209,Clear,1.0
T20150009210,Clear,1.0
T20150009211,Clear,1.0
T20150009212,Clear,1.0
T20150009213,Clear,1.0
T20150009214,Clear,1.0
T20150009215,Clear,1.0
T20150009218,Clear,1.0
T20150009220,Clear,1.0
T20150009221,Clear,1.0
T20150009223,Clear,1.0
T20150009226,Clear,1.0
T20150009228,Clear,1.0
T20150009229,Clear,1.0
T20150009230,Raining,3.0
T20150009234,Clear,1.0
T20150009235,Clear,1.0
T20150009238,Clear,1.0
T20150009239,Clear,1.0
T20150009240,Raining,3.0
T20150009241,Clear,1.0
T20150009242,Clear,1.0
T20150009244,Fog,6.0
T20150009247,Clear,1.0
T20150009251,Clear,1.0
T20150009252,Clear,1.0
T20150009253,Clear,1.0
T20150009254,Clear,1.0
T20150009261,Clear,1.0
T20150009263,Clear,1.0
T20150009264,Clear,1.0
T20150009266,Clear,1.0
T20150009267,Clear,1.0
T20150009268,Clear,1.0
T20150009269,Clear,1.0
T20150009271,Clear,1.0
T20150009273,Clear,1.0
T20150009274,Clear,1.0
T20150009278,Clear,1.0
T20150009279,Clear,1.0
T20150009280,Clear,1.0
T20150009282,Clear,1.0
T20150009283,Clear,1.0
T20150009284,Clear,1.0
T20150009285,Raining,3.0
T20150009287,Clear,1.0
T20150009291,Clear,1.0
T20150009292,Clear,1.0
T20150009294,Clear,1.0
T20150009297,Clear,1.0
T20150009298,Clear,1.0
T20150009299,Clear,1.0
T20150009300,Clear,1.0
T20150009301,Clear,1.0
T20150009302,Clear,1.0
T20150009304,Clear,1.0
T20150009305,Clear,1.0
T20150009306,Clear,1.0
T20150009308,Clear,1.0
T20150009309,Clear,1.0
T20150009310,Clear,1.0
T20150009312,Clear,1.0
T20150009314,Clear,1.0
T20150009315,Clear,1.0
T20150009316,Clear,1.0
T20150009320,Clear,1.0
T20150009321,Clear,1.0
T20150009322,Clear,1.0
T20150009324,Clear,1.0
T20150009325,Clear,1.0
T20150009327,Clear,1.0
T20150009329,Clear,1.0
T20150009331,Clear,1.0
T20150009334,Clear,1.0
T20150009337,Clear,1.0
T20150009339,Clear,1.0
T20150009344,Clear,1.0
T20150009345,Clear,1.0
T20150009346,Clear,1.0
T20150009347,Clear,1.0
T20150009348,Clear,1.0
T20150009350,Clear,1.0
T20150009351,Clear,1.0
T20150009352,Fog,6.0
T20150009355,Clear,1.0
T20150009361,Clear,1.0
T20150009363,Clear,1.0
T20150009364,Fog,6.0
T20150009366,Fog,6.0
T20150009368,Raining,3.0
T20150009369,Clear,1.0
T20150009373,Clear,1.0
T20150009374,Clear,1.0
T20150009376,Clear,1.0
T20150009377,Clear,1.0
T20150009379,Fog,6.0
T20150009380,Clear,1.0
T20150009385,Clear,1.0
T20150009389,Clear,1.0
T20150009390,Clear,1.0
T20150009391,Clear,1.0
T20150009396,Clear,1.0
T20150009398,Clear,1.0
T20150009401,Clear,1.0
T20150009402,Clear,1.0
T20150009403,Clear,1.0
T20150009404,Raining,3.0
T20150009405,Clear,1.0
T20150009406,Clear,1.0
T20150009407,Clear,1.0
T20150009408,Clear,1.0
T20150009415,Clear,1.0
T20150009417,Clear,1.0
T20150009418,Clear,1.0
T20150009420,Clear,1.0
T20150009421,Clear,1.0
T20150009423,Clear,1.0
T20150009424,Clear,1.0
T20150009425,Clear,1.0
T20150009427,Clear,1.0
T20150009430,Raining,3.0
T20150009431,Clear,1.0
T20150009433,Clear,1.0
T20150009436,Clear,1.0
T20150009438,Raining,3.0
T20150009439,Clear,1.0
T20150009440,Raining,3.0
T20150009443,Raining,3.0
T20150009444,Clear,1.0
T20150009447,Clear,1.0
T20150009448,Raining,3.0
T20150009449,Clear,1.0
T20150009450,Raining,3.0
T20150009451,"Clear, Strong winds",1.67
T20150009452,Raining,3.0
T20150009455,Clear,1.0
T20150009460,"Raining, Strong winds",2.33
T20150009461,Clear,1.0
T20150009467,Clear,1.0
T20150009471,Clear,1.0
T20150009474,Clear,1.0
T20150009479,Clear,1.0
T20150009480,Clear,1.0
T20150009482,Clear,1.0
T20150009490,Clear,1.0
T20150009494,Clear,1.0
T20150009495,Clear,1.0
T20150009496,Clear,1.0
T20150009497,Clear,1.0
T20150009499,Clear,1.0
T20150009501,Clear,1.0
T20150009503,Raining,3.0
T20150009506,Raining,3.0
T20150009507,Clear,1.0
T20150009508,Clear,1.0
T20150009509,Clear,1.0
T20150009511,Clear,1.0
T20150009512,Clear,1.0
T20150009513,Clear,1.0
T20150009514,Clear,1.0
T20150009516,Clear,1.0
T20150009520,Clear,1.0
T20150009521,Clear,1.0
T20150009522,Clear,1.0
T20150009523,Clear,1.0
T20150009524,Clear,1.0
T20150009527,Clear,1.0
T20150009528,Clear,1.0
T20150009533,Clear,1.0
T20150009534,Clear,1.0
T20150009535,Clear,1.0
T20150009537,Clear,1.0
T20150009539,Clear,1.0
T20150009540,Clear,1.0
T20150009541,Clear,1.0
T20150009542,Clear,1.0
T20150009544,Clear,1.0
T20150009545,Clear,1.0
T20150009546,Clear,1.0
T20150009548,Clear,1.0
T20150009553,Raining,3.0
T20150009555,Clear,1.0
T20150009556,Clear,1.0
T20150009557,"Raining, Strong winds",2.33
T20150009559,Clear,1.0
T20150009560,Raining,3.0
T20150009564,Raining,3.0
T20150009568,Clear,1.0
T20150009570,Clear,1.0
T20150009571,Strong winds,2.0
T20150009572,Raining,3.0
T20150009577,Clear,1.0
T20150009578,Raining,3.0
T20150009579,"Clear, Strong winds",1.67
T20150009581,Raining,3.0
T20150009582,Clear,1.0
T20150009583,Raining,3.0
T20150009585,Raining,3.0
T20150009586,Clear,1.0
T20150009588,Clear,1.0
T20150009592,Raining,3.0
T20150009593,Raining,3.0
T20150009594,Clear,1.0
T20150009595,Raining,3.0
T20150009596,Clear,1.0
T20150009597,Clear,1.0
T20150009598,Clear,1.0
T20150009599,Raining,3.0
T20150009600,Clear,1.0
T20150009602,Clear,1.0
T20150009603,Clear,1.0
T20150009607,Clear,1.0
T20150009608,Clear,1.0
T20150009609,Clear,1.0
T20150009610,Clear,1.0
T20150009611,Clear,1.0
T20150009612,Clear,1.0
T20150009613,Clear,1.0
T20150009615,Clear,1.0
T20150009621,Clear,1.0
T20150009623,Clear,1.0
T20150009625,Clear,1.0
T20150009626,Clear,1.0
T20150009628,Clear,1.0
T20150009629,Clear,1.0
T20150009631,Clear,1.0
T20150009633,Clear,1.0
T20150009634,"Raining, Strong winds",2.33
T20150009640,Clear,1.0
T20150009641,Clear,1.0
T20150009645,Clear,1.0
T20150009650,Clear,1.0
T20150009652,Clear,1.0
T20150009654,Raining,3.0
T20150009655,Clear,1.0
T20150009658,Raining,3.0
T20150009659,Clear,1.0
T20150009662,Clear,1.0
T20150009669,Clear,1.0
T20150009670,Clear,1.0
T20150009671,Clear,1.0
T20150009673,Clear,1.0
T20150009674,Clear,1.0
T20150009675,Clear,1.0
T20150009676,Raining,3.0
T20150009677,Clear,1.0
T20150009680,Clear,1.0
T20150009681,Clear,1.0
T20150009683,Clear,1.0
T20150009684,Clear,1.0
T20150009686,Clear,1.0
T20150009688,Clear,1.0
T20150009689,Clear,1.0
T20150009690,Clear,1.0
T20150009691,Clear,1.0
T20150009692,Clear,1.0
T20150009693,Clear,1.0
T20150009694,Clear,1.0
T20150009695,Clear,1.0
T20150009696,Clear,1.0
T20150009698,Clear,1.0
T20150009699,Clear,1.0
T20150009702,Clear,1.0
T20150009703,Clear,1.0
T20150009705,Clear,1.0
T20150009706,Clear,1.0
T20150009711,Clear,1.0
T20150009712,Clear,1.0
T20150009713,Clear,1.0
T20150009714,Raining,3.0
T20150009716,Clear,1.0
T20150009717,Clear,1.0
T20150009718,Clear,1.0
T20150009719,Clear,1.0
T20150009724,Clear,1.0
T20150009725,Raining,3.0
T20150009727,Clear,1.0
T20150009732,Clear,1.0
T20150009733,Clear,1.0
T20150009734,Clear,1.0
T20150009736,Clear,1.0
T20150009737,Clear,1.0
T20150009738,Clear,1.0
T20150009741,Clear,1.0
T20150009742,Clear,1.0
T20150009743,Raining,3.0
T20150009745,Clear,1.0
T20150009746,Clear,1.0
T20150009749,Clear,1.0
T20150009750,Clear,1.0
T20150009751,Clear,1.0
T20150009752,Clear,1.0
T20150009753,Clear,1.0
T20150009754,Clear,1.0
T20150009755,Clear,1.0
T20150009756,Clear,1.0
T20150009758,Clear,1.0
T20150009759,Clear,1.0
T20150009760,Clear,1.0
T20150009761,Clear,1.0
T20150009763,Clear,1.0
T20150009764,Clear,1.0
T20150009765,Clear,1.0
T20150009766,Clear,1.0
T20150009767,Raining,3.0
T20150009772,Clear,1.0
T20150009774,Clear,1.0
T20150009777,Clear,1.0
T20150009781,Clear,1.0
T20150009783,Raining,3.0
T20150009785,Clear,1.0
T20150009787,Clear,1.0
T20150009789,Clear,1.0
T20150009790,Clear,1.0
T20150009791,Raining,3.0
